model_id,score_threshold,k,attribute_name,attribute_value,tpr,tnr,for,fdr,fpr,fnr,npv,precision,pp,pn,ppr,pprev,fp,fn,tn,tp,group_label_pos,group_label_neg,group_size,total_entities,prev,ppr_disparity,pprev_disparity,precision_disparity,fdr_disparity,for_disparity,fpr_disparity,fnr_disparity,tpr_disparity,tnr_disparity,npv_disparity,ppr_ref_group_value,pprev_ref_group_value,precision_ref_group_value,fdr_ref_group_value,for_ref_group_value,fpr_ref_group_value,fnr_ref_group_value,tpr_ref_group_value,tnr_ref_group_value,npv_ref_group_value
0,binary 0/1,879,Act1,A08,0.8690671031096563,0.6789667896678967,0.09803921568627451,0.39590443686006827,0.3210332103321033,0.1309328968903437,0.9019607843137255,0.6040955631399317,879,816,1.0,0.5185840707964602,348,80,736,531,611,1084,1695,1695,0.36047197640117995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A08,A08,A08,A08,A08,A08,A08,A08,A08,A08
0,binary 0/1,879,Act2,A12,0.8690671031096563,0.6789667896678967,0.09803921568627451,0.39590443686006827,0.3210332103321033,0.1309328968903437,0.9019607843137255,0.6040955631399317,879,816,1.0,0.5185840707964602,348,80,736,531,611,1084,1695,1695,0.36047197640117995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A12,A12,A12,A12,A12,A12,A12,A12,A12,A12
0,binary 0/1,879,Act3,A03,0.7288135593220338,0.8014059753954306,0.14925373134328357,0.3445121951219512,0.19859402460456943,0.2711864406779661,0.8507462686567164,0.6554878048780488,328,536,0.3731513083048919,0.37962962962962965,113,80,456,215,295,569,864,1695,0.3414351851851852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A03,A03,A03,A03,A03,A03,A03,A03,A03,A03
0,binary 0/1,879,Act3,A11,1.0,0.5436893203883495,0.0,0.426497277676951,0.4563106796116505,0.0,1.0,0.573502722323049,551,280,0.626848691695108,0.6630565583634176,235,0,280,316,316,515,831,1695,0.3802647412755716,1.6798780487804879,1.7465880073963194,0.8749250833579538,1.2379743989207075,0.0,2.2977059884869835,0.0,1.372093023255814,0.6784193493442343,1.175438596491228,A03,A03,A03,A03,A03,A03,A03,A03,A03,A03
0,binary 0/1,879,Act4,A03,1.0,0.5436893203883495,0.0,0.426497277676951,0.4563106796116505,0.0,1.0,0.573502722323049,551,280,0.626848691695108,0.6630565583634176,235,0,280,316,316,515,831,1695,0.3802647412755716,1.6798780487804879,1.7465880073963194,0.8749250833579538,1.2379743989207075,0.0,2.2977059884869835,0.0,1.372093023255814,0.6784193493442343,1.175438596491228,A11,A11,A11,A11,A11,A11,A11,A11,A11,A11
0,binary 0/1,879,Act4,A11,0.7288135593220338,0.8014059753954306,0.14925373134328357,0.3445121951219512,0.19859402460456943,0.2711864406779661,0.8507462686567164,0.6554878048780488,328,536,0.3731513083048919,0.37962962962962965,113,80,456,215,295,569,864,1695,0.3414351851851852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A11,A11,A11,A11,A11,A11,A11,A11,A11,A11
0,binary 0/1,879,Act5,A01,,1.0,0.0,,0.0,,1.0,,0,577,0.0,0.0,0,0,577,0,0,577,577,1695,0.0,0.0,0.0,,,,0.0,,,10.0,,A05,A05,A05,A05,A05,A05,A05,A05,A05,A05
0,binary 0/1,879,Act5,A05,1.0,0.0,,0.297339593114241,1.0,0.0,,0.702660406885759,639,0,0.726962457337884,1.0,190,0,0,449,449,190,639,1695,0.702660406885759,1.0,1.0,1.0,1.0,,1.0,,1.0,,,A05,A05,A05,A05,A05,A05,A05,A05,A05,A05
0,binary 0/1,879,Act5,A06,0.5061728395061729,0.501577287066246,0.33472803347280333,0.6583333333333333,0.49842271293375395,0.49382716049382713,0.6652719665271967,0.3416666666666667,240,239,0.27303754266211605,0.5010438413361169,158,80,159,82,162,317,479,1695,0.33820459290187893,0.3755868544600939,0.5010438413361169,0.48624721603563476,2.214078947368421,,0.49842271293375395,10.0,0.5061728395061729,10.0,,A05,A05,A05,A05,A05,A05,A05,A05,A05,A05
0,binary 0/1,879,gender_cat,F,0.8744588744588745,0.6755102040816326,0.08055555555555556,0.4404432132963989,0.32448979591836735,0.12554112554112554,0.9194444444444444,0.5595567867036011,361,360,0.41069397042093286,0.5006934812760055,159,29,331,202,231,490,721,1695,0.32038834951456313,0.696911196911197,0.9414583991560412,0.8810043024694997,1.2071406586642044,0.7202614379084967,1.0198250728862974,0.9354044648162295,1.010013289648548,0.990748299319728,1.0352263374485595,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,879,gender_cat,T,0.8657894736842106,0.6818181818181818,0.1118421052631579,0.36486486486486486,0.3181818181818182,0.13421052631578947,0.8881578947368421,0.6351351351351351,518,456,0.5893060295790671,0.5318275154004107,189,51,405,329,380,594,974,1695,0.39014373716632444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,879,citizen_cat,F,0.8492063492063492,0.6848249027237354,0.09743589743589744,0.4308510638297872,0.3151750972762646,0.15079365079365079,0.9025641025641026,0.5691489361702128,376,390,0.42775881683731515,0.4908616187989556,162,38,352,214,252,514,766,1695,0.3289817232375979,0.7475149105367793,0.9065813993324647,0.903097523323713,1.1651509951956074,0.9882783882783883,0.9658591690724236,1.2889266817838245,0.9617194932652345,1.0165369649805447,1.0012820512820513,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,879,citizen_cat,T,0.883008356545961,0.6736842105263158,0.09859154929577464,0.3697813121272366,0.3263157894736842,0.116991643454039,0.9014084507042254,0.6302186878727635,503,426,0.5722411831626849,0.5414424111948332,186,42,384,317,359,570,929,1695,0.38643702906350913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,879,age_group,18-29,0.7142857142857143,0.6923076923076923,0.18181818181818182,0.4444444444444444,0.3076923076923077,0.2857142857142857,0.8181818181818182,0.5555555555555556,9,11,0.010238907849829351,0.45,4,2,9,5,7,13,20,1695,0.35,0.016129032258064516,0.8741935483870967,0.9309309309309309,1.1022222222222222,1.9517625231910947,0.96,2.227405247813411,0.8193908193908194,1.0188679245283019,0.9022298456260721,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64
0,binary 0/1,879,age_group,30-44,0.8830409356725146,0.6956521739130435,0.10204081632653061,0.33771929824561403,0.30434782608695654,0.11695906432748537,0.8979591836734694,0.6622807017543859,228,196,0.2593856655290102,0.5377358490566038,77,20,176,151,171,253,424,1695,0.4033018867924528,0.4086021505376344,1.0446337999594237,1.1097676623992412,0.8375438596491228,1.0953769262807163,0.9495652173913043,0.9118033178183554,1.0129778901708726,1.0237899917965545,0.9902023702562786,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64
0,binary 0/1,879,age_group,45-64,0.8717277486910995,0.6794871794871795,0.09315589353612168,0.4032258064516129,0.32051282051282054,0.12827225130890052,0.9068441064638784,0.5967741935483871,558,526,0.6348122866894198,0.514760147601476,225,49,477,333,382,702,1084,1695,0.35239852398523985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64
0,binary 0/1,879,age_group,65+,0.8235294117647058,0.6379310344827587,0.10843373493975904,0.5,0.3620689655172414,0.17647058823529413,0.891566265060241,0.5,84,83,0.09556313993174062,0.5029940119760479,42,9,74,42,51,116,167,1695,0.30538922155688625,0.15053763440860216,0.977142489215118,0.8378378378378378,1.24,1.1640029505778215,1.129655172413793,1.3757503001200482,0.9447094152976505,0.9388418998048146,0.9831527367330959,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64,45-64
0,binary 0/1,879,german_speaking_cat,F,0.8755186721991701,0.6927835051546392,0.08196721311475409,0.41388888888888886,0.30721649484536084,0.12448132780082988,0.9180327868852459,0.5861111111111111,360,366,0.40955631399317405,0.49586776859504134,149,30,336,211,241,485,726,1695,0.3319559228650138,0.6936416184971098,0.9258109205560598,0.9505989583333334,1.0794388609715242,0.7377049180327868,0.9247370874993525,0.921161825726141,1.0123184647302903,1.037443298969072,1.0327868852459017,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,879,german_speaking_cat,T,0.8648648648648649,0.667779632721202,0.1111111111111111,0.3834296724470135,0.332220367278798,0.13513513513513514,0.8888888888888888,0.6165703275529865,519,450,0.590443686006826,0.5356037151702786,199,50,400,320,370,599,969,1695,0.38183694530443757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,879,religious_cat,F,0.8548387096774194,0.6687631027253669,0.10140845070422536,0.42702702702702705,0.3312368972746331,0.14516129032258066,0.8985915492957747,0.572972972972973,370,355,0.42093287827076226,0.5103448275862069,158,36,319,212,248,477,725,1695,0.34206896551724136,0.7269155206286837,0.9725628344963079,0.9142421418283487,1.14398293029872,1.062483994878361,1.058214719187907,1.1975806451612905,0.9727474972191323,0.9734753078040712,0.9934069645691898,T,T,T,T,T,T,T,T,T,T
0,binary 0/1,879,religious_cat,T,0.8787878787878788,0.6869851729818781,0.09544468546637744,0.37328094302554027,0.3130148270181219,0.12121212121212122,0.9045553145336226,0.6267190569744597,509,461,0.5790671217292378,0.5247422680412371,190,44,417,319,363,607,970,1695,0.37422680412371134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,T,T,T,T,T,T,T,T,T,T
