prefix_len,encoding,attribute,group,group_n,metric,disparity,violation_80pct,severity,harm_dir,small_support
10,complex,Act1,A08,579,PPR,1.0,False,low,over,False
10,complex,Act2,A12,579,PPR,1.0,False,low,over,False
10,complex,Act3,A03,281,PPR,0.9507575757575756,False,low,under,False
10,complex,Act3,A11,298,PPR,1.0,False,low,over,False
10,complex,Act4,A03,298,PPR,1.0,False,low,over,False
10,complex,Act4,A11,281,PPR,0.9507575757575756,False,low,under,False
10,complex,Act5,A05,372,PPR,1.0,False,low,over,False
10,complex,Act5,A06,207,PPR,0.4345403899721448,True,severe,under,False
10,complex,Act6,A02,68,PPR,0.4166666666666666,True,severe,under,False
10,complex,Act6,A05,207,PPR,1.0,False,low,over,False
10,complex,Act6,A07,182,PPR,1.1282051282051282,False,moderate,over,False
10,complex,Act6,A09,122,PPR,0.7564102564102564,True,moderate,under,False
10,complex,Act7,A02,114,PPR,0.4227642276422764,True,severe,under,False
10,complex,Act7,A07,278,PPR,1.0,False,low,over,False
10,complex,Act7,A09,187,PPR,0.6707317073170732,True,high,under,False
10,complex,Act8,A01,86,PPR,0.3906976744186047,True,severe,under,False
10,complex,Act8,A02,65,PPR,0.2511627906976744,True,severe,under,False
10,complex,Act8,A04,222,PPR,1.0,False,low,over,False
10,complex,Act8,A07,109,PPR,0.3953488372093023,True,severe,under,False
10,complex,Act8,A09,97,PPR,0.3581395348837209,True,severe,under,False
10,complex,Act9,A01,198,PPR,0.4417910447761193,True,severe,under,False
10,complex,Act9,A02,13,PPR,0.0328358208955223,True,severe,under,True
10,complex,Act9,A04,342,PPR,1.0,False,low,over,False
10,complex,Act9,A07,10,PPR,0.0238805970149253,True,severe,under,True
10,complex,Act9,A09,16,PPR,0.0388059701492537,True,severe,under,True
10,complex,Act10,A01,128,PPR,0.2320819112627986,True,severe,under,False
10,complex,Act10,A04,158,PPR,0.5255972696245733,True,high,under,False
10,complex,Act10,A10,293,PPR,1.0,False,low,over,False
10,complex,Res1,Front Desk,286,PPR,0.9507575757575756,False,low,under,False
10,complex,Res1,Online System,293,PPR,1.0,False,low,over,False
10,complex,Res2,HR-dummy,412,PPR,1.0,False,low,over,False
10,complex,Res2,HR-pro,167,PPR,0.3994565217391304,True,severe,under,False
10,complex,Res3,HR-dummy,285,PPR,1.0,False,low,over,False
10,complex,Res3,HR-pro,105,PPR,0.3218390804597701,True,severe,under,False
10,complex,Res3,Senior Partner,189,PPR,0.6513409961685824,True,high,under,False
10,complex,Res4,HR-dummy,274,PPR,1.0,False,low,over,False
10,complex,Res4,HR-pro,109,PPR,0.407563025210084,True,severe,under,False
10,complex,Res4,Senior Partner,196,PPR,0.7563025210084033,True,moderate,under,False
10,complex,Res5,Coding Interviewer,372,PPR,1.0,False,low,over,False
10,complex,Res5,HR-pro,61,PPR,0.116991643454039,True,severe,under,False
10,complex,Res5,deepResearch Inc.,146,PPR,0.3175487465181058,True,severe,under,False
10,complex,Res6,Coding Interviewer,579,PPR,1.0,False,low,over,False
10,complex,Res7,Coding Interviewer,579,PPR,1.0,False,low,over,False
10,complex,Res8,Coding Interviewer,271,PPR,1.0,False,low,over,False
10,complex,Res8,HR-dummy,26,PPR,0.1157407407407407,True,severe,under,True
10,complex,Res8,HR-pro and Senior Partner,222,PPR,0.9953703703703702,False,low,under,False
10,complex,Res8,Senior Partner,60,PPR,0.2731481481481481,True,severe,under,False
10,complex,Res9,Coding Interviewer,39,PPR,0.0955223880597014,True,severe,under,False
10,complex,Res9,HR-dummy,82,PPR,0.1791044776119403,True,severe,under,False
10,complex,Res9,HR-pro and Senior Partner,342,PPR,1.0,False,low,over,False
10,complex,Res9,Senior Partner,116,PPR,0.2626865671641791,True,severe,under,False
10,complex,Res10,HR-dummy,56,PPR,0.0887372013651877,True,severe,under,False
10,complex,Res10,HR-pro,293,PPR,1.0,False,low,over,False
10,complex,Res10,HR-pro and Senior Partner,158,PPR,0.5255972696245733,True,high,under,False
10,complex,Res10,Senior Partner,72,PPR,0.1433447098976109,True,severe,under,False
10,complex,gender_cat,F,250,PPR,0.6885245901639344,True,high,under,False
10,complex,gender_cat,T,329,PPR,1.0,False,low,over,False
10,complex,citizen_cat,F,229,PPR,0.6401273885350319,True,high,under,False
10,complex,citizen_cat,T,350,PPR,1.0,False,low,over,False
10,complex,age_group,18-29,6,PPR,0.0182370820668693,True,severe,under,True
10,complex,age_group,30-44,164,PPR,0.4437689969604864,True,severe,under,False
10,complex,age_group,45-64,365,PPR,1.0,False,low,over,False
10,complex,age_group,65+,44,PPR,0.1033434650455927,True,severe,under,False
10,complex,german_speaking_cat,F,234,PPR,0.6453674121405751,True,high,under,False
10,complex,german_speaking_cat,T,345,PPR,1.0,False,low,over,False
10,complex,religious_cat,F,252,PPR,0.7281879194630873,True,high,under,False
10,complex,religious_cat,T,327,PPR,1.0,False,low,over,False
10,complex,Act1,A08,579,PPR,1.0,False,low,over,False
10,complex,Act2,A12,579,PPR,1.0,False,low,over,False
10,complex,Act3,A03,281,PPR,1.0082767173514504,False,low,over,False
10,complex,Act3,A11,298,PPR,1.0,False,low,over,False
10,complex,Act4,A03,298,PPR,1.0,False,low,over,False
10,complex,Act4,A11,281,PPR,1.0082767173514504,False,low,over,False
10,complex,Act5,A05,372,PPR,1.0,False,low,over,False
10,complex,Act5,A06,207,PPR,0.7809131645876226,True,moderate,under,False
10,complex,Act6,A02,68,PPR,1.2683823529411764,True,high,over,False
10,complex,Act6,A05,207,PPR,1.0,False,low,over,False
10,complex,Act6,A07,182,PPR,1.283178360101437,True,high,over,False
10,complex,Act6,A09,122,PPR,1.2834174022698612,True,high,over,False
10,complex,Act7,A02,114,PPR,1.0309513621452002,False,low,over,False
10,complex,Act7,A07,278,PPR,1.0,False,low,over,False
10,complex,Act7,A09,187,PPR,0.9971305595408896,False,low,under,False
10,complex,Act8,A01,86,PPR,1.0085451595457005,False,low,over,False
10,complex,Act8,A02,65,PPR,0.8578175313059034,False,moderate,under,False
10,complex,Act8,A04,222,PPR,1.0,False,low,over,False
10,complex,Act8,A07,109,PPR,0.8052058886281204,False,moderate,under,False
10,complex,Act8,A09,97,PPR,0.8196595540637737,False,moderate,under,False
10,complex,Act9,A01,198,PPR,0.7630936227951154,True,moderate,under,False
10,complex,Act9,A02,13,PPR,0.8638346727898967,False,moderate,under,True
10,complex,Act9,A04,342,PPR,1.0,False,low,over,False
10,complex,Act9,A07,10,PPR,0.8167164179104478,False,moderate,under,True
10,complex,Act9,A09,16,PPR,0.8294776119402986,False,moderate,under,True
10,complex,Act10,A01,128,PPR,0.53125,True,high,under,False
10,complex,Act10,A04,158,PPR,0.9746835443037974,False,low,under,False
10,complex,Act10,A10,293,PPR,1.0,False,low,over,False
10,complex,Res1,Front Desk,286,PPR,0.9740278660733206,False,low,under,False
10,complex,Res1,Online System,293,PPR,1.0,False,low,over,False
10,complex,Res2,HR-dummy,412,PPR,1.0,False,low,over,False
